record_id,source,char_length,word_count
98f00e6fdf9deff52139,steam_reviews,1358,190
f133b8f1ea879e676239,steam_reviews,522,98
0fdd8775393f184ace1e,steam_reviews,337,55
75dbae61836627e5ef5f,steam_reviews,388,69
1543f9fd0f2bf5c4e002,steam_reviews,894,153
4493841ef71d90831978,steam_reviews,162,27
728af547001432264d7b,steam_reviews,141,24
df4dabff92c5631012e1,steam_reviews,205,36
b49ca01a8ea9ae4ba0e2,steam_reviews,380,65
f4da5cea8e9f557deba3,steam_reviews,3969,682
beb945de5d1b0c688b7a,steam_reviews,234,38
472f27ed56369799309f,steam_reviews,204,40
f10c386c99165bee4aca,steam_reviews,534,88
5cace7c131a46bbf68f8,steam_reviews,67,14
e47a3e81d249827f8bc4,steam_reviews,145,25
23e07d0147e89d284530,steam_reviews,632,111
3104261b0c775f5ffe01,steam_reviews,714,131
91f5dea14233ac87f287,steam_reviews,172,28
3767e7ad36eda3325b10,steam_reviews,56,10
17205a1f70ba02bfcc1d,steam_reviews,420,67
fcb657fa7e5cf1da3e47,steam_reviews,86,14
808abce2fb9565471044,steam_reviews,104,16
4cd96830fbe0172a4bd3,steam_reviews,1045,189
5421c614f60fde629c80,steam_reviews,112,18
2c2d3ebd898de91cddd2,steam_reviews,202,29
9da248a94b020d49baf1,steam_reviews,85,16
9f5d8ae1594b40eb116e,steam_reviews,69,11
df9624744509b5516824,steam_reviews,270,46
b33580c79f4417abf15c,steam_reviews,3781,665
7b9da8ad81856f03d6c0,steam_reviews,106,20
22a4af1fab10b57fc384,steam_reviews,243,47
72211fe3469f875d8e4f,steam_reviews,165,30
c92ef1132026048a06b4,steam_reviews,255,42
cab97d153b6488c7d896,steam_reviews,125,25
d2f90cfde77a7d6ad494,steam_reviews,1741,285
4abd1124e0ec4149b9f7,steam_reviews,161,28
1b4358893a5e99c2117d,steam_reviews,173,26
fa6dfe73473a60b5f01c,steam_reviews,2065,363
bb1232df027435b66f9a,steam_reviews,568,102
356652453f41ede928fe,steam_reviews,181,30
fdf868e4280219a3a701,steam_reviews,83,17
9d7d815f0c53df17cede,steam_reviews,120,21
efdb36802f6a27aef249,steam_reviews,151,28
5d0bcf46cfc4e9bacb29,steam_reviews,481,83
25ebcb6161417c68d61a,steam_reviews,107,17
7b3a730b259ad73df016,steam_reviews,62,12
3c74416fe4ae8535025a,steam_reviews,24,4
45d2a76cb1cfe9b270a8,steam_reviews,84,14
e075ebe1cea4764f410f,steam_reviews,1368,236
de21b83752d6f8461b51,steam_reviews,282,49
c63d6811dae85375f00e,steam_reviews,2709,474
a08b724c3ec06eaefcda,steam_reviews,531,87
7a144e5fb5d7e99e7f8e,steam_reviews,116,22
9c8e29e08c7955c18aa8,steam_reviews,683,117
5c073d7f618ed9859137,steam_reviews,121,22
377cfb20b84c6a791e41,steam_reviews,820,135
14a43d3d38d9992b8f0c,steam_reviews,158,28
bf9d403f20e5c449f126,steam_reviews,116,18
da497b3836a782122328,steam_reviews,265,49
184c308907eecac68f03,steam_reviews,96,19
a3b896362819cf1920ce,steam_reviews,136,22
